metadata,timesteps,grid_buying_price_units,grid_buying_price_values,gen_PV_units,gen_PV_values,e_bat_capacity_units,e_bat_capacity_values,e_bat_SOC_ini,e_bat_SOC_min,e_bat_SOC_max,e_bat_charging_power_units,e_bat_charging_power_values,electrolyzer_max_power_units,electrolyzer_max_power_values,electrolyzer_performance_units,electrolyzer_performance_values,H2_demand_units,H2_demand_values,H2_storage_SOC_capacity_units,H2_storage_SOC_capacity_values,H2_storage_SOC_ini,H2_storage_SOC_min,H2_storage_SOC_max,labels,prediction_label_min2,prediction_label_max2,estimated_labels,min_energy_MINLP,is_valid_MINLP,min_energy_uniform_annealer,is_valid_uniform_annealer,min_energy,is_valid
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[135.0060529719674, 109.27529706176885]",MW,"[20.154015730903534, 13.881210330281146]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[3.200000000000001, 3.200000000000001]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1093125600.0,851881800.0,"[1093125600.0, 500000000, 851881800.0, 100000000]",-3587910411.719111,False,-3587910411.719111,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[139.18200314172816, 147.13430051914]",MW,"[19.025779582738714, 12.330266917631876]",MWh,"[5.0, 5.0]",0.7,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1095052500.0,855946400.0,"[1095052500.0, 500000000, 855946400.0, 100000000]",-2871110767.807778,False,-3182221535.615556,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[167.80206070119553, 112.59663851918864]",MW,"[19.3195433009748, 10.592600240021921]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1095270400.0,855478800.0,"[1095270400.0, 500000000, 855478800.0, 100000000]",-4231110322.91111,False,-4231110322.91111,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[142.1252694261338, 118.45553312855877]",MW,"[20.738075686680364, 13.129237174571161]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[3.8000000000000016, 3.8000000000000016]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1080000000.0, 100000000.0, 840000000.0]",1101299000.0,858583550.0,"[1101299000.0, 500000000, 858583550.0, 100000000]",-3487110811.012444,False,-4931910210.81511,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[161.6370599857873, 133.5201147501181]",MW,"[12.539222168859393, 7.224798890330508]",MWh,"[5.0, 5.0]",0.6,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1093516700.0,853392500.0,"[1093516700.0, 500000000, 853392500.0, 100000000]",-3448887954.2488885,False,-3688888265.795556,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[169.0602568824625, 135.10641100894046]",MW,"[19.59166229018021, 12.21976376791082]",MWh,"[5.0, 5.0]",0.7999999999999999,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1095259100.0,853823500.0,"[1095259100.0, 500000000, 853823500.0, 100000000]",-1439999684.743333,False,-2728887943.118889,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[166.48562708748543, 139.81292946619877]",MW,"[14.15124185782882, 10.311393714345481]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[4.600000000000002, 4.600000000000002]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1078417800.0,846101000.0,"[1078417800.0, 500000000, 846101000.0, 100000000]",,False,-7082309824.859109,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[139.5557806690834, 112.04406124802415]",MW,"[12.55209910049626, 10.800523090887776]",MWh,"[5.0, 5.0]",0.7999999999999999,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1095166300.0,855118850.0,"[1095166300.0, 500000000, 855118850.0, 100000000]",-1928888627.462222,False,-2728888104.6088886,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[132.45456913443013, 114.84658976887688]",MW,"[16.116268976541146, 7.121046020182129]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[4.000000000000002, 4.000000000000002]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1040000000.0, 100000000.0, 800000000.0]",1073817100.0,837665500.0,"[1073817100.0, 500000000, 837665500.0, 100000000]",-4777777471.511111,False,-5431110192.311111,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[167.8274419147948, 151.45474650606246]",MW,"[21.88847336314392, 8.408697276530432]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[4.400000000000002, 4.400000000000002]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1080000000.0, 100000000.0, 840000000.0]",1074558300.0,838271300.0,"[1074558300.0, 500000000, 838271300.0, 100000000]",-4358721803.189825,False,-6506309778.351111,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[141.27003968349456, 155.20569116892113]",MW,"[21.569105121962554, 13.855795857121766]",MWh,"[5.0, 5.0]",0.7,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1092736100.0,852981100.0,"[1092736100.0, 500000000, 852981100.0, 100000000]",-2871110748.9544444,False,-3182221497.9088893,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[144.65014836235613, 157.4796808414572]",MW,"[19.300835828370637, 12.405706840223221]",MWh,"[5.0, 5.0]",0.7,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1095231100.0,854908300.0,"[1095231100.0, 500000000, 854908300.0, 100000000]",-2871110743.657778,False,-3182221487.315556,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[154.99951417242778, 123.11130130501026]",MW,"[17.122184207212907, 9.570943667062407]",MWh,"[5.0, 5.0]",0.6,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1095182700.0,854700900.0,"[1095182700.0, 500000000, 854700900.0, 100000000]",-3671110249.341111,False,-3688888314.375556,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[124.57589888105007, 144.47896451293883]",MW,"[20.791994071722694, 12.057573215628606]",MWh,"[5.0, 5.0]",0.7,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1097304400.0,856836860.0,"[1097304400.0, 500000000, 856836860.0, 100000000]",-2871110773.991111,False,-3182221547.982222,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[180.72628878317488, 149.16024919895273]",MW,"[14.661499654057016, 13.972545345322649]",MWh,"[5.0, 5.0]",0.7999999999999999,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1096071200.0,855865100.0,"[1096071200.0, 500000000, 855865100.0, 100000000]",-1928888540.8488889,False,-2728887844.7688885,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[131.83919324671803, 127.86221005570012]",MW,"[15.791375539722884, 12.364363863086375]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[3.000000000000001, 3.000000000000001]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1093681300.0,850110000.0,"[1093681300.0, 500000000, 850110000.0, 100000000]",,False,-3191110343.951111,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[162.91890024942379, 113.23319737020617]",MW,"[13.780826657809179, 12.224012865384374]",MWh,"[5.0, 5.0]",0.7,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1080000000.0, 100000000.0, 840000000.0]",1093173200.0,854329340.0,"[1093173200.0, 500000000, 854329340.0, 100000000]",-2871110846.907778,False,-3182221693.815556,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[173.99594474805176, 108.00921094908482]",MW,"[14.909067268751045, 9.465966430957089]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1095888400.0,856281800.0,"[1095888400.0, 500000000, 856281800.0, 100000000]",-4231110355.04111,False,-4231110355.041111,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[131.53670401709718, 144.38239672605118]",MW,"[15.375424959785958, 12.04607260996281]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[4.400000000000002, 4.400000000000002]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1080000000.0, 100000000.0, 840000000.0]",1075654000.0,840122750.0,"[1075654000.0, 500000000, 840122750.0, 100000000]",-6053510264.08178,False,-6506309840.567113,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[156.92685560915052, 139.92094044523003]",MW,"[17.015471055620896, 7.50932765382137]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[3.8000000000000016, 3.8000000000000016]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1080000000.0, 100000000.0, 840000000.0]",1093614000.0,856621060.0,"[1093614000.0, 500000000, 856621060.0, 100000000]",-4007110756.647111,False,-4931910047.719111,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[155.23669637681917, 151.88941272445368]",MW,"[17.160598843161726, 11.015113408056447]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1095182700.0,855080770.0,"[1095182700.0, 500000000, 855080770.0, 100000000]",-4231110047.8811097,False,-4231110047.88111,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[164.5583473109171, 140.99548133991536]",MW,"[22.091961451474845, 11.99031034616724]",MWh,"[5.0, 5.0]",0.7999999999999999,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1097450400.0,857549600.0,"[1097450400.0, 500000000, 857549600.0, 100000000]",-1928888559.8888888,False,-2728887901.8888884,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[125.38912137283572, 126.4867752235999]",MW,"[21.14318410646958, 7.207037097903896]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[2.0, 2.0]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1080000000.0, 100000000.0, 840000000.0]",1094089100.0,856524800.0,"[1094089100.0, 500000000, 856524800.0, 100000000]",-1222222053.5688891,False,-1591110605.1511118,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[154.0200979955671, 136.33905373154715]",MW,"[20.71968062028048, 13.72459770221728]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[3.8000000000000016, 3.8000000000000016]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1099097900.0,858120400.0,"[1099097900.0, 500000000, 858120400.0, 100000000]",,False,-4931910074.92711,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[124.56134110609753, 143.48111923740444]",MW,"[17.47848824025304, 9.751052014995045]",MWh,"[5.0, 5.0]",0.7999999999999999,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1095055700.0,854152640.0,"[1095055700.0, 500000000, 854152640.0, 100000000]",-1928888554.102222,False,-2728887884.5288887,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[143.05378072129977, 128.5892005423089]",MW,"[15.153769743527047, 9.241016816396112]",MWh,"[5.0, 5.0]",0.6,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1080000000.0, 100000000.0, 840000000.0]",1094804000.0,854605500.0,"[1094804000.0, 500000000, 854605500.0, 100000000]",,False,-3688888288.802223,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[165.27421984057378, 153.15939837349362]",MW,"[17.540111663858056, 7.020001450531871]",MWh,"[5.0, 5.0]",0.7,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1080000000.0, 100000000.0, 840000000.0]",1094225800.0,855011700.0,"[1094225800.0, 500000000, 855011700.0, 100000000]",,False,-3182221507.475556,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[166.4070951846957, 149.25657072417778]",MW,"[13.25421056789355, 13.481735507651393]",MWh,"[5.0, 5.0]",0.7,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1080000000.0, 100000000.0, 840000000.0]",1095351900.0,855793200.0,"[1095351900.0, 500000000, 855793200.0, 100000000]",-2871110762.837778,False,-3182221525.6755567,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[167.12876624126704, 116.87306442145926]",MW,"[13.816176266112132, 13.410326997773502]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[3.8000000000000016, 3.8000000000000016]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1095101000.0,854110100.0,"[1095101000.0, 500000000, 854110100.0, 100000000]",-4007110815.040445,False,-4931910222.899112,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[163.25714204432293, 136.08753010493425]",MW,"[20.64369868062542, 9.878886846172765]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[3.4000000000000012, 3.4000000000000012]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1093799300.0,854667400.0,"[1093799300.0, 500000000, 854667400.0, 100000000]",-4010310185.699109,False,-4010310185.6991096,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[156.57774016711835, 115.83567690280628]",MW,"[17.810460131546165, 13.428897624840967]",MWh,"[5.0, 5.0]",0.7999999999999999,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1094871600.0,854960830.0,"[1094871600.0, 500000000, 854960830.0, 100000000]",-1928888618.5955555,False,-2728888078.008888,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[137.97541264152534, 141.20624203897108]",MW,"[16.179063516425128, 10.659987668072654]",MWh,"[5.0, 5.0]",0.6,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1095954600.0,856069800.0,"[1095954600.0, 500000000, 856069800.0, 100000000]",,False,-3688888229.908889,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[164.44479608156607, 119.24771257700564]",MW,"[16.28953595226499, 11.702757528855567]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[4.600000000000002, 4.600000000000002]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1080000000.0, 100000000.0, 840000000.0]",1093840600.0,855291900.0,"[1093840600.0, 500000000, 855291900.0, 100000000]",0.0,False,-7082310014.011109,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[164.62173106383196, 129.24424741533952]",MW,"[14.194197308376216, 7.607638696499921]",MWh,"[5.0, 5.0]",0.7999999999999999,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1095051500.0,855886900.0,"[1095051500.0, 500000000, 855886900.0, 100000000]",-2195555253.9955554,False,-2728887984.208889,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[144.0047191102173, 127.12657211917086]",MW,"[12.892625523107554, 13.270821665934903]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[3.4000000000000012, 3.4000000000000012]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1093514200.0,852337660.0,"[1093514200.0, 500000000, 852337660.0, 100000000]",-4010310246.6271095,False,-4010310246.62711,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[142.747180990117, 134.79879365297433]",MW,"[21.245622539247822, 12.537182305998346]",MWh,"[5.0, 5.0]",0.7,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1095029500.0,854477760.0,"[1095029500.0, 500000000, 854477760.0, 100000000]",-2871110796.577778,False,-3182221593.155556,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[170.49460152516886, 147.33087850599756]",MW,"[13.671155384566442, 10.151468501723837]",MWh,"[5.0, 5.0]",0.7,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1095236500.0,853986400.0,"[1095236500.0, 500000000, 853986400.0, 100000000]",-2871110767.341111,False,-3182221534.682223,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[137.3489672226224, 127.79349933402331]",MW,"[20.320637817999966, 13.224484229118378]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[2.6000000000000005, 2.6000000000000005]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1080000000.0, 100000000.0, 840000000.0]",1093083300.0,848524700.0,"[1093083300.0, 500000000, 848524700.0, 100000000]",-2474310446.603112,False,-2474310446.6031117,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[130.91689404637427, 133.8663983640588]",MW,"[21.239208415289447, 9.8737010250311]",MWh,"[5.0, 5.0]",0.7999999999999999,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1097652400.0,858344640.0,"[1097652400.0, 500000000, 858344640.0, 100000000]",,False,-2728887951.798889,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[170.7934768384236, 106.57771819080278]",MW,"[15.86799584126357, 7.111418653586728]",MWh,"[5.0, 5.0]",0.6,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1094028900.0,855043140.0,"[1094028900.0, 500000000, 855043140.0, 100000000]",-3448888142.828889,False,-3688888391.515556,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[148.99375401204432, 143.29980659479693]",MW,"[19.86625613692346, 13.935046885213877]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[3.6000000000000014, 3.6000000000000014]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1080000000.0, 100000000.0, 840000000.0]",1096554400.0,856398900.0,"[1096554400.0, 500000000, 856398900.0, 100000000]",-4458310079.35111,False,-4458310079.35111,False,,
